ID_Unico,ID_Producto,Tipo_Material,Temp_Aire_K,Temp_Proceso_K,Velocidad_Rotacion_RPM,Torque_Nm,Desgaste_Herramienta_min,Falla_Maquina,Falla_Desgaste_Herramienta,Falla_Disipacion_Calor,Falla_Potencia,Falla_Sobreesfuerzo,Falla_Aleatoria,Potencia_W,Dif_temperatura_K,Esfuerzo_desgaste,Estado_Falla
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,5488.270777479892,11.399999999999977,4109.7,No Falla
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,6680.095928284182,11.399999999999977,6034.5,No Falla
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,7273.1652144772115,11.5,6343.099999999999,No Falla
725,L47904,L,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,6492.334115281501,11.399999999999977,6244.0,No Falla
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,5873.82707774799,11.400000000000034,4856.400000000001,No Falla
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,6376.424262734584,11.400000000000034,5385.599999999999,No Falla
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,5902.563672922252,11.300000000000011,5527.2,No Falla
729,M15588,M,297.4,308.7,1425,50.3,152,0,0,0,0,0,0,7506.440599865952,11.300000000000011,7645.599999999999,No Falla
730,L47909,L,297.3,308.6,1586,37.7,155,0,0,0,0,0,0,6261.750167560323,11.300000000000011,5843.5,No Falla
731,M15590,M,297.3,308.6,1471,50.7,157,0,0,0,0,0,0,7810.37407841823,11.300000000000011,7959.900000000001,No Falla
732,M15591,M,297.3,308.6,1431,53.0,160,0,0,0,0,0,0,7942.673424932976,11.300000000000011,8480.0,No Falla
733,L47912,L,297.2,308.6,1924,22.1,163,0,0,0,0,0,0,4452.957439678285,11.400000000000034,3602.3,No Falla
734,M15593,M,297.1,308.4,1421,42.0,165,0,0,0,0,0,0,6250.209450402145,11.299999999999955,6930.0,No Falla
735,H30148,H,297.0,308.4,1305,54.6,168,0,0,0,0,0,0,7461.984752010724,11.399999999999977,9172.800000000001,No Falla
736,L47915,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,5283.0512734584445,11.5,5605.2,No Falla
737,L47916,L,296.9,308.3,1555,38.2,175,0,0,0,0,0,0,6220.781668900805,11.400000000000034,6685.000000000001,No Falla
738,H30151,H,296.9,308.3,1474,39.2,177,0,0,0,0,0,0,6051.105898123325,11.400000000000034,6938.400000000001,No Falla
739,L47918,L,296.8,308.3,1506,45.9,182,0,0,0,0,0,0,7239.171414209115,11.5,8353.8,No Falla
740,L47919,L,296.9,308.4,1390,41.8,184,0,0,0,0,0,0,6084.743632707774,11.5,7691.2,No Falla
741,M15600,M,296.9,308.4,1450,46.9,186,0,0,0,0,0,0,7121.837298927614,11.5,8723.4,No Falla
742,L47921,L,296.9,308.3,1513,38.8,189,0,0,0,0,0,0,6147.83009383378,11.400000000000034,7333.2,No Falla
743,L47922,L,296.8,308.2,1643,34.7,191,0,0,0,0,0,0,5970.6036360589815,11.399999999999977,6627.700000000001,No Falla
744,L47923,L,296.8,308.2,1361,53.8,193,0,0,0,0,0,0,7668.167727882038,11.399999999999977,10383.4,No Falla
745,L47924,L,296.7,308.1,1450,40.9,195,0,0,0,0,0,0,6210.728049597855,11.400000000000034,7975.5,No Falla
746,L47925,L,296.7,308.0,1451,50.7,197,0,0,0,0,0,0,7704.1827245308305,11.300000000000011,9987.900000000001,No Falla
747,L47926,L,296.8,308.1,1289,62.0,199,1,0,0,0,1,0,8369.42861930295,11.300000000000011,12338.0,Falla
748,L47927,L,296.8,308.1,1356,48.3,201,0,0,0,0,0,0,6858.95609919571,11.300000000000011,9708.3,No Falla
749,H30162,H,296.7,308.1,1528,46.3,203,0,0,0,0,0,0,7408.930965147452,11.400000000000034,9398.9,No Falla
750,L47929,L,296.6,308.0,1978,22.3,208,0,0,0,0,0,0,4619.365784182306,11.399999999999977,4638.400000000001,No Falla
751,L47930,L,296.7,308.0,1535,36.8,210,0,0,0,0,0,0,5915.717158176943,11.300000000000011,7727.999999999999,No Falla
752,M15611,M,296.8,308.1,1843,24.2,212,0,0,0,0,0,0,4670.806802949061,11.300000000000011,5130.4,No Falla
753,L47932,L,296.9,308.1,1422,48.7,215,0,0,0,0,0,0,7252.366789544237,11.200000000000045,10470.5,No Falla
754,L47933,L,296.8,308.0,1536,40.4,217,0,0,0,0,0,0,6498.659517426273,11.199999999999989,8766.8,No Falla
755,M15614,M,296.9,308.1,1483,44.3,219,0,0,0,0,0,0,6880.121062332439,11.200000000000045,9701.699999999999,No Falla
756,H30169,H,296.8,308.1,1492,43.7,222,0,0,0,0,0,0,6828.125,11.300000000000011,9701.400000000001,No Falla
757,L47936,L,296.8,308.0,1584,40.4,227,0,0,0,0,0,0,6701.742627345844,11.199999999999989,9170.8,No Falla
758,L47937,L,296.9,308.1,1555,33.7,229,0,0,0,0,0,0,5487.967074396784,11.200000000000045,7717.300000000001,No Falla
759,L47938,L,296.8,308.0,1497,41.7,231,0,0,0,0,0,0,6537.460204423593,11.199999999999989,9632.7,No Falla
760,M15619,M,296.7,307.8,1537,36.3,233,0,0,0,0,0,0,5842.943615951743,11.100000000000023,8457.9,No Falla
761,L47940,L,296.7,307.8,1505,39.4,236,0,0,0,0,0,0,6209.890247989276,11.100000000000023,9298.4,No Falla
762,L47941,L,296.7,307.8,1646,34.6,238,0,0,0,0,0,0,5964.267761394102,11.100000000000023,8234.800000000001,No Falla
763,M15622,M,296.7,307.8,1286,60.5,0,0,0,0,0,0,0,8147.934819034853,11.100000000000023,0.0,No Falla
764,L47943,L,296.7,307.8,1400,47.5,3,0,0,0,0,0,0,6964.2258713136725,11.100000000000023,142.5,No Falla
765,L47944,L,296.8,307.9,1337,56.5,5,0,0,0,0,0,0,7910.994051608579,11.099999999999966,282.5,No Falla
766,L47945,L,296.9,308.0,1332,53.9,7,0,0,0,0,0,0,7518.724865951743,11.100000000000023,377.3,No Falla
767,L47946,L,296.8,308.0,1561,38.3,9,0,0,0,0,0,0,6261.132288873994,11.199999999999989,344.7,No Falla
768,L47947,L,296.9,308.0,1546,31.1,11,0,0,0,0,0,0,5035.250502680966,11.100000000000023,342.1,No Falla
769,L47948,L,296.9,308.0,1713,29.3,13,0,0,0,0,0,0,5256.252094504021,11.100000000000023,380.90000000000003,No Falla
770,L47949,L,296.9,308.0,1343,44.5,15,0,0,0,0,0,0,6258.744554289544,11.100000000000023,667.5,No Falla
771,L47950,L,296.8,308.0,1391,54.4,17,0,0,0,0,0,0,7924.597855227881,11.199999999999989,924.8,No Falla
772,H30185,H,296.8,308.0,1311,58.6,19,0,0,0,0,0,0,8045.471682305631,11.199999999999989,1113.4,No Falla
773,H30186,H,296.8,308.0,1453,51.0,24,0,0,0,0,0,0,7760.451575067024,11.199999999999989,1224.0,No Falla
774,L47953,L,296.8,308.0,1510,39.4,29,0,0,0,0,0,0,6230.521112600536,11.199999999999989,1142.6,No Falla
775,L47954,L,296.8,307.9,1448,48.8,31,0,0,0,0,0,0,7400.134048257372,11.099999999999966,1512.8,No Falla
776,L47955,L,296.7,307.8,1453,46.0,33,0,0,0,0,0,0,6999.622989276139,11.100000000000023,1518.0,No Falla
777,L47956,L,296.7,307.8,1468,39.2,35,0,0,0,0,0,0,6026.474530831099,11.100000000000023,1372.0,No Falla
778,L47957,L,296.7,307.8,1382,47.5,37,0,0,0,0,0,0,6874.685824396783,11.100000000000023,1757.5,No Falla
779,L47958,L,296.7,308.0,1580,32.2,39,0,0,0,0,0,0,5327.999329758714,11.300000000000011,1255.8000000000002,No Falla
780,L47959,L,296.8,308.0,1666,29.8,41,0,0,0,0,0,0,5199.271112600536,11.199999999999989,1221.8,No Falla
781,M15640,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0,7481.180881367292,11.100000000000023,2180.1,No Falla
782,L47961,L,296.8,308.0,1675,29.7,46,0,0,0,0,0,0,5209.816940348525,11.199999999999989,1366.2,No Falla
783,L47962,L,296.8,307.9,1698,30.8,48,0,0,0,0,0,0,5476.960455764075,11.099999999999966,1478.4,No Falla
784,H30197,H,296.7,307.9,1579,33.4,50,0,0,0,0,0,0,5523.060489276139,11.199999999999989,1670.0,No Falla
785,L47964,L,296.7,307.9,1743,27.9,55,0,0,0,0,0,0,5092.755110589812,11.199999999999989,1534.5,No Falla
786,M15645,M,296.9,308.0,1497,44.8,57,0,0,0,0,0,0,7023.4584450402135,11.100000000000023,2553.6,No Falla
787,L47966,L,296.9,308.1,1741,28.8,60,0,0,0,0,0,0,5251.005361930295,11.200000000000045,1728.0,No Falla
788,L47967,L,296.9,308.1,1435,45.3,62,0,0,0,0,0,0,6807.714058310991,11.200000000000045,2808.6,No Falla
789,M15648,M,296.9,308.1,1440,46.3,64,0,0,0,0,0,0,6982.238605898124,11.200000000000045,2963.2,No Falla
790,M15649,M,296.9,308.0,1641,33.3,67,0,0,0,0,0,0,5722.740030160858,11.100000000000023,2231.1,No Falla
791,L47970,L,296.8,307.9,1420,45.4,70,0,0,0,0,0,0,6751.424262734585,11.099999999999966,3178.0,No Falla
792,L47971,L,296.8,307.9,1611,35.4,72,0,0,0,0,0,0,5972.415382037533,11.099999999999966,2548.7999999999997,No Falla
793,L47972,L,296.8,307.8,1373,42.9,74,0,0,0,0,0,0,6168.492376005362,11.0,3174.6,No Falla
794,M15653,M,296.8,307.9,1683,31.8,76,0,0,0,0,0,0,5604.829926273459,11.099999999999966,2416.8,No Falla
795,H30208,H,296.9,307.9,1547,32.6,79,0,0,0,0,0,0,5281.5222855227885,11.0,2575.4,No Falla
796,L47975,L,296.9,307.8,1605,37.0,84,0,0,0,0,0,0,6219.106065683646,10.900000000000034,3108.0,No Falla
797,M15656,M,296.9,307.9,2010,18.9,86,0,0,0,0,0,0,3978.405663538874,11.0,1625.3999999999999,No Falla
798,L47977,L,296.8,307.7,1565,40.1,89,0,0,0,0,0,0,6572.187081099196,10.899999999999977,3568.9,No Falla
799,M15658,M,296.9,307.8,1828,24.6,91,0,0,0,0,0,0,4709.366621983914,10.900000000000034,2238.6,No Falla
800,M15659,M,297.0,307.8,1579,34.1,94,0,0,0,0,0,0,5638.813254021448,10.800000000000011,3205.4,No Falla
801,M15660,M,297.0,307.9,1882,24.2,97,0,0,0,0,0,0,4769.646447721179,10.899999999999977,2347.4,No Falla
802,L47981,L,296.9,307.8,1285,52.1,100,0,0,0,0,0,0,7011.195123994638,10.900000000000034,5210.0,No Falla
803,L47982,L,296.9,307.8,1571,35.0,102,0,0,0,0,0,0,5758.315180965147,10.900000000000034,3570.0,No Falla
804,H30217,H,296.9,307.8,1549,37.8,104,0,0,0,0,0,0,6131.890918230562,10.900000000000034,3931.2,No Falla
805,M15664,M,296.9,307.8,1544,37.6,109,0,0,0,0,0,0,6079.758713136729,10.900000000000034,4098.400000000001,No Falla
806,M15665,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0,7009.132037533513,10.899999999999977,5308.8,No Falla
807,M15666,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0,7892.719504021447,10.899999999999977,6095.0,No Falla
808,L47987,L,297.0,307.7,1867,22.8,118,0,0,0,0,0,0,4457.900469168901,10.699999999999989,2690.4,No Falla
809,L47988,L,296.9,307.7,1424,43.3,120,0,0,0,0,0,0,6457.272117962466,10.800000000000011,5196.0,No Falla
810,L47989,L,296.9,307.6,1452,45.7,122,0,0,0,0,0,0,6949.187332439679,10.700000000000045,5575.400000000001,No Falla
811,L47990,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,6444.265247989277,10.800000000000011,4922.8,No Falla
812,L47991,L,296.8,307.6,1588,37.6,126,0,0,0,0,0,0,6253.016085790885,10.800000000000011,4737.6,No Falla
813,L47992,L,296.8,307.6,1338,44.4,128,0,0,0,0,0,0,6221.430965147453,10.800000000000011,5683.2,No Falla
814,L47993,L,296.8,307.6,1513,40.0,130,0,0,0,0,0,0,6337.969168900804,10.800000000000011,5200.0,No Falla
815,M15674,M,296.8,307.5,1470,45.9,132,0,0,0,0,0,0,7066.123491957104,10.699999999999989,6058.8,No Falla
816,M15675,M,296.8,307.5,1516,36.7,135,0,0,0,0,0,0,5826.616957104558,10.699999999999989,4954.5,No Falla
817,L47996,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0,7253.497821715818,10.800000000000011,6665.4,No Falla
818,L47997,L,296.8,307.6,1368,52.0,140,0,0,0,0,0,0,7449.731903485254,10.800000000000011,7280.0,No Falla
819,L47998,L,296.8,307.6,1304,48.7,142,0,0,0,0,0,0,6650.552949061663,10.800000000000011,6915.400000000001,No Falla
820,L47999,L,296.8,307.6,1398,46.7,144,0,0,0,0,0,0,6837.1523123324405,10.800000000000011,6724.8,No Falla
821,L48000,L,296.7,307.6,1516,37.4,146,0,0,0,0,0,0,5937.751340482574,10.900000000000034,5460.4,No Falla
822,L48001,L,296.7,307.6,1474,41.7,148,0,0,0,0,0,0,6437.018264075067,10.900000000000034,6171.6,No Falla
823,M15682,M,296.7,307.6,1547,34.7,150,0,0,0,0,0,0,5621.743046246649,10.900000000000034,5205.0,No Falla
824,M15683,M,296.6,307.5,1482,39.9,153,0,0,0,0,0,0,6192.589644772118,10.899999999999977,6104.7,No Falla
825,L48004,L,296.6,307.4,1436,42.8,156,0,0,0,0,0,0,6436.494638069705,10.799999999999955,6676.799999999999,No Falla
826,L48005,L,296.6,307.3,1474,40.0,158,0,0,0,0,0,0,6174.597855227882,10.699999999999989,6320.0,No Falla
827,L48006,L,296.5,307.2,1481,38.2,160,0,0,0,0,0,0,5924.744470509384,10.699999999999989,6112.0,No Falla
828,L48007,L,296.5,307.3,1501,42.1,162,0,0,0,0,0,0,6617.805378686327,10.800000000000011,6820.2,No Falla
829,L48008,L,296.5,307.3,1566,37.2,164,0,0,0,0,0,0,6100.787533512065,10.800000000000011,6100.8,No Falla
830,L48009,L,296.5,307.3,1579,34.5,166,0,0,0,0,0,0,5704.957691018767,10.800000000000011,5727.0,No Falla
831,L48010,L,296.6,307.4,1631,35.0,168,0,0,0,0,0,0,5978.238103217158,10.799999999999955,5880.0,No Falla
832,M15691,M,296.6,307.4,1544,42.3,170,0,0,0,0,0,0,6839.72855227882,10.799999999999955,7190.999999999999,No Falla
833,L48012,L,296.6,307.4,1521,38.6,173,0,0,0,0,0,0,6148.479390080429,10.799999999999955,6677.8,No Falla
834,L48013,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0,4738.605898123325,10.799999999999955,4900.0,No Falla
835,H30248,H,296.6,307.4,1333,50.2,177,0,0,0,0,0,0,7007.85439008043,10.799999999999955,8885.4,No Falla
836,M15695,M,296.7,307.4,1533,32.5,182,0,0,0,0,0,0,5217.671330428954,10.699999999999989,5915.0,No Falla
837,L48016,L,296.6,307.4,1368,45.1,185,0,0,0,0,0,0,6461.2097855227885,10.799999999999955,8343.5,No Falla
838,L48017,L,296.6,307.4,1465,47.8,187,0,0,0,0,0,0,7333.591655495979,10.799999999999955,8938.6,No Falla
839,H30252,H,296.6,307.4,1406,41.5,189,0,0,0,0,0,0,6110.610757372654,10.799999999999955,7843.5,No Falla
840,M15699,M,296.5,307.4,1565,43.5,194,0,0,0,0,0,0,7129.429876005362,10.899999999999977,8439.0,No Falla
841,L48020,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0,6279.092660857908,10.899999999999977,7466.299999999999,No Falla
842,L48021,L,296.6,307.5,1439,45.5,199,0,0,0,0,0,0,6856.8301776139415,10.899999999999977,9054.5,No Falla
843,M15702,M,296.6,307.5,1566,35.0,201,0,0,0,0,0,0,5739.98827077748,10.899999999999977,7035.0,No Falla
844,L48023,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,6640.572637399465,10.899999999999977,8710.800000000001,No Falla
845,L48024,L,296.5,307.5,1566,35.1,206,0,0,0,0,0,0,5756.388237265416,11.0,7230.6,No Falla
846,L48025,L,296.3,307.3,1439,41.5,208,0,0,0,0,0,0,6254.031920241287,11.0,8632.0,No Falla
847,M15706,M,296.4,307.4,1416,50.0,210,0,0,0,0,0,0,7414.544235924933,11.0,10500.0,No Falla
848,L48027,L,296.4,307.4,2833,5.6,213,1,0,0,1,0,0,1661.4443699731903,11.0,1192.8,Falla
849,L48028,L,296.3,307.4,1465,47.1,215,0,0,0,0,0,0,7226.195961796247,11.099999999999966,10126.5,No Falla
850,H30263,H,296.4,307.4,1586,35.5,0,0,0,0,0,0,0,5896.342995978553,11.0,0.0,No Falla
851,L48030,L,296.3,307.3,1567,31.4,5,0,0,0,0,0,0,5152.877848525469,11.0,157.0,No Falla
852,M15711,M,296.2,307.2,1389,48.6,7,0,0,0,0,0,0,7069.516588471851,11.0,340.2,No Falla
853,M15712,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0,7091.571715817694,11.0,495.0,No Falla
854,L48033,L,296.3,307.3,1444,49.0,13,0,0,0,0,0,0,7409.936327077748,11.0,637.0,No Falla
855,M15714,M,296.3,307.3,1498,41.6,15,0,0,0,0,0,0,6526.139410187668,11.0,624.0,No Falla
856,L48035,L,296.1,307.2,1615,30.8,18,0,0,0,0,0,0,5209.240951742628,11.099999999999966,554.4,No Falla
857,L48036,L,296.1,307.1,1898,22.7,20,0,0,0,0,0,0,4512.043398123325,11.0,454.0,No Falla
858,M15717,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0,7535.501843163539,11.0,1172.6,No Falla
859,M15718,M,296.2,307.0,1516,37.6,25,0,0,0,0,0,0,5969.504021447721,10.800000000000011,940.0,No Falla
860,H30273,H,296.2,307.0,1542,40.6,28,0,0,0,0,0,0,6556.342158176944,10.800000000000011,1136.8,No Falla
861,H30274,H,296.1,306.9,1541,32.6,33,0,0,0,0,0,0,5261.03803619303,10.799999999999955,1075.8,No Falla
862,M15721,M,296.1,306.9,1951,23.3,38,0,0,0,0,0,0,4760.629607908848,10.799999999999955,885.4,No Falla
863,H30276,H,296.1,306.8,1645,31.0,41,0,0,0,0,0,0,5340.4616286863275,10.699999999999989,1271.0,No Falla
864,L48043,L,296.0,306.7,1416,44.2,46,0,0,0,0,0,0,6554.457104557641,10.699999999999989,2033.2,No Falla
865,M15724,M,296.0,306.7,2044,22.3,48,0,0,0,0,0,0,4773.500335120644,10.699999999999989,1070.4,No Falla
866,L48045,L,295.9,306.6,1414,50.2,51,0,0,0,0,0,0,7433.688002680966,10.700000000000045,2560.2000000000003,No Falla
867,L48046,L,295.9,306.6,1678,26.7,53,0,0,0,0,0,0,4691.961293565683,10.700000000000045,1415.1,No Falla
868,H30281,H,295.9,306.5,1594,33.2,55,0,0,0,0,0,0,5542.141420911528,10.600000000000023,1826.0000000000002,No Falla
869,M15728,M,295.8,306.5,1514,37.7,60,0,0,0,0,0,0,5977.484081769438,10.699999999999989,2262.0,No Falla
870,L48049,L,295.8,306.5,1358,49.2,63,0,0,0,0,0,0,6997.067694369974,10.699999999999989,3099.6000000000004,No Falla
871,L48050,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0,7798.362097855228,10.599999999999966,3653.0,No Falla
872,L48051,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0,7460.078753351207,10.599999999999966,3564.4,No Falla
873,M15732,M,295.8,306.4,1335,51.7,69,0,0,0,0,0,0,7228.08101541555,10.599999999999966,3567.3,No Falla
874,L48053,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0,4299.639745308311,10.5,1562.3999999999999,No Falla
875,L48054,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0,4700.852463136729,10.5,2109.0,No Falla
876,M15735,M,295.8,306.3,1444,45.5,76,0,0,0,0,0,0,6880.655160857909,10.5,3458.0,No Falla
877,L48056,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0,4492.292225201072,10.600000000000023,1769.6,No Falla
878,M15737,M,295.6,306.2,1584,33.6,81,0,0,0,0,0,0,5573.72654155496,10.599999999999966,2721.6,No Falla
879,M15738,M,295.7,306.3,1685,34.9,84,0,0,0,0,0,0,6158.522536863271,10.600000000000023,2931.6,No Falla
880,L48059,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0,7644.960623324397,10.5,4750.2,No Falla
881,M15740,M,295.8,306.3,1235,76.2,89,1,0,0,1,0,0,9855.374497319035,10.5,6781.8,Falla
882,L48061,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,7083.277479892762,10.5,4250.400000000001,No Falla
883,M15742,M,295.7,306.2,1739,25.9,94,0,0,0,0,0,0,4716.833528820375,10.5,2434.6,No Falla
884,L48063,L,295.7,306.3,1490,34.3,97,0,0,0,0,0,0,5352.190851206434,10.600000000000023,3327.1,No Falla
885,L48064,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0,6816.353887399464,10.599999999999966,4752.0,No Falla
886,L48065,L,295.7,306.2,1397,52.0,101,0,0,0,0,0,0,7607.657506702413,10.5,5252.0,No Falla
887,L48066,L,295.7,306.2,1458,40.6,103,0,0,0,0,0,0,6199.187332439678,10.5,4181.8,No Falla
888,H30301,H,295.7,306.2,2161,16.5,105,0,0,0,0,0,0,3734.1341320375336,10.5,1732.5,No Falla
889,M15748,M,295.6,306.1,1651,28.1,110,0,0,0,0,0,0,4858.526725871315,10.5,3091.0,No Falla
890,L48069,L,295.6,306.1,1389,46.2,113,0,0,0,0,0,0,6720.404658176944,10.5,5220.6,No Falla
891,L48070,L,295.6,306.0,1370,52.4,115,0,0,0,0,0,0,7518.01273458445,10.399999999999977,6026.0,No Falla
892,L48071,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0,7063.002680965147,10.400000000000034,5604.3,No Falla
893,L48072,L,295.7,306.1,1343,54.4,119,0,0,0,0,0,0,7651.139410187668,10.400000000000034,6473.599999999999,No Falla
894,M15753,M,295.7,306.2,1423,42.5,121,0,0,0,0,0,0,6333.518347855228,10.5,5142.5,No Falla
895,L48074,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0,7257.833445040215,10.599999999999966,6026.400000000001,No Falla
896,M15755,M,295.6,306.2,1435,51.6,126,0,0,0,0,0,0,7754.482238605899,10.599999999999966,6501.6,No Falla
897,L48076,L,295.5,306.1,1573,35.1,129,0,0,0,0,0,0,5782.1192191689015,10.600000000000023,4527.900000000001,No Falla
898,L48077,L,295.6,306.2,1612,31.2,131,0,0,0,0,0,0,5267.091152815014,10.599999999999966,4087.2,No Falla
899,L48078,L,295.6,306.2,1446,49.9,133,0,0,0,0,0,0,7556.4887734584445,10.599999999999966,6636.7,No Falla
900,H30313,H,295.6,306.2,1329,55.3,135,0,0,0,0,0,0,7696.642510053619,10.599999999999966,7465.5,No Falla
901,L48080,L,295.6,306.2,1569,35.1,140,0,0,0,0,0,0,5767.415800938338,10.599999999999966,4914.0,No Falla
902,H30315,H,295.6,306.1,1256,62.3,142,0,0,0,0,0,0,8194.621313672922,10.5,8846.6,No Falla
903,L48082,L,295.6,306.1,1383,48.7,147,0,0,0,0,0,0,7053.462215147454,10.5,7158.900000000001,No Falla
904,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,1,0,0,3470.802613941019,10.5,2175.4,Falla
905,H30318,H,295.7,306.2,1458,49.8,151,0,0,0,0,0,0,7603.929289544235,10.5,7519.799999999999,No Falla
906,L48085,L,295.6,306.1,1474,41.2,156,0,0,0,0,0,0,6359.835790884719,10.5,6427.200000000001,No Falla
907,M15766,M,295.6,306.1,1462,49.2,158,0,0,0,0,0,0,7532.925603217159,10.5,7773.6,No Falla
908,M15767,M,295.6,306.1,1669,29.0,161,0,0,0,0,0,0,5068.8044571045575,10.5,4669.0,No Falla
909,M15768,M,295.5,306.1,1822,24.3,164,0,0,0,0,0,0,4636.666387399464,10.600000000000023,3985.2000000000003,No Falla
910,L48089,L,295.5,306.0,1456,39.2,167,0,0,0,0,0,0,5977.211796246649,10.5,6546.400000000001,No Falla
911,L48090,L,295.5,306.0,1546,35.9,169,0,0,0,0,0,0,5812.395274798927,10.5,6067.099999999999,No Falla
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,6662.931467828419,10.5,7301.700000000001,No Falla
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,6638.279155495979,10.399999999999977,7029.599999999999,No Falla
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,5007.906752680965,10.5,5192.0,No Falla
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,6454.297922252011,10.5,7226.8,No Falla
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,6104.767091152816,10.400000000000034,6914.200000000001,No Falla
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,6023.982071045577,10.5,6660.8,No Falla
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,7877.953250670242,10.399999999999977,9537.0,No Falla
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,5939.01851541555,10.399999999999977,7276.5,No Falla
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,7470.5617459785535,10.400000000000034,9734.400000000001,No Falla
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,7010.702915549598,10.399999999999977,8555.4,No Falla
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,6205.9735254691695,10.399999999999977,7328.400000000001,No Falla
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,7572.888739946381,10.399999999999977,10584.8,No Falla
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,6750.785439008042,10.5,9286.5,No Falla
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,5202.747989276139,10.5,5740.8,No Falla
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,5252.042141420911,10.5,6489.0,No Falla
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,7988.77345844504,10.5,11954.0,Falla
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,7660.690348525469,10.399999999999977,0.0,No Falla
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,4469.996229892761,10.399999999999977,109.5,No Falla
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,7593.718582439679,10.399999999999977,357.7,No Falla
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,7197.438421581769,10.399999999999977,425.7,No Falla
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,5845.8026139410185,10.399999999999977,434.40000000000003,No Falla
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,7137.02245308311,10.399999999999977,700.0,No Falla
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,6221.55663538874,10.5,595.2,No Falla
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,7054.373324396784,10.5,914.4,No Falla
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,6289.858411528151,10.5,768.6,No Falla
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,6860.715482573727,10.5,1108.8000000000002,No Falla
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,8174.158009383377,10.599999999999966,1668.6,No Falla
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,4925.582272117963,10.599999999999966,748.2,No Falla
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,6342.325737265416,10.600000000000023,1261.7,No Falla
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,7389.692945710455,10.599999999999966,1613.7,No Falla
